Age,CGPA,Sleep_Duration,Study_Hours,Social_Media_Hours,Physical_Activity,Stress_Level,Depression,Gender_Female,Gender_Male,Department_Arts,Department_Business,Department_Engineering,Department_Medical,Department_Science,Total_Activity,Sleep_Study_Ratio,Activity_Per_Hour,Sleep_Deficit,Cluster_KMeans,Cluster_DBSCAN
0.5361441278545146,1.0856771329663697,0.2897876797805289,-0.8619556943474714,-0.093124728911576,0.9117920543457864,0.7513222643587036,False,True,False,False,False,False,False,True,-0.7194595178618112,0.8217349660033534,-0.6224902635891318,-0.2659470008721541,0,0
-0.4574136333370373,-0.2480478929786222,-1.105637548652819,1.2966004915609304,1.7494176870710931,1.5580630456901738,-1.8464364443574155,False,False,True,False,False,True,False,False,1.9193211794539808,-1.278335157881066,1.5662381407601436,1.1110986729795491,2,0
-0.4574136333370373,0.2905773726943039,-1.1981062126840278,-1.747063079004737,-1.2269969849009108,1.4426575115215332,-0.6771055013253436,False,False,True,False,False,False,True,False,-2.4957436420511003,1.3816984402805217,-3.0601328786291053,1.1984362940538391,0,0
0.0534201257804174,1.2764531464032722,0.7868771557622977,-2.0657714923341373,0.7572794630804249,1.2810897636854364,-0.6771055013253436,False,False,True,False,False,True,False,False,-0.7758208529828063,2.763077674821224,-0.6854051286534197,-0.7843045225299641,0,0
-0.999527506704073,0.5143916680891795,-0.0542228736400647,-1.4561050936257938,0.5446784150824248,-1.627129697364307,1.2405327770959138,False,False,True,True,False,False,False,False,-0.6089001078957178,1.4459648560626526,-0.5014388776426468,0.0840514942057397,0,0
0.5361441278545146,0.7925250363595703,-0.275001802332425,-0.7099337263065133,0.4029443830837577,1.2580086568517084,-1.8464364443574155,False,True,False,False,False,False,True,False,-0.2428493012065476,0.4684160380180884,-0.1220976158684905,0.3049881925419473,0,0
-1.5766386813227768,-1.5314836286762077,-2.245623020514607,-0.357617920777527,-0.3057257769095762,-0.0345333258370665,1.9856956153692051,True,False,True,False,False,False,False,True,-0.501104974825253,-0.4107898327959319,-0.3863653379157419,2.155505383883411,2,0
0.0534201257804174,-0.2676851283123034,-1.7971893736906206,1.8236970808764927,-2.2900022248909124,0.1731966356664865,0.7513222643587036,False,False,True,False,True,False,False,False,0.3641029308652879,-1.63771943243679,0.4400719019411164,1.7529653406404595,2,0
1.427792668169149,0.8714050424549639,-0.9263259268123072,-2.6754378910424816,0.1194763190864244,-0.3576688215092602,-0.6771055013253436,False,False,True,False,False,True,False,False,-1.653654187139361,2.96005813067276,-1.7793119760615743,0.9403836777356912,0,0
0.0534201257804174,-1.7357547222707566,-1.1981062126840278,-2.6754378910424816,-0.3057257769095762,1.211846443184252,-1.8464364443574155,False,True,False,False,True,False,False,False,-2.092498491618565,2.814231511170582,-2.4155639179214217,1.1984362940538391,0,-1
1.427792668169149,-1.7618409650759523,-1.487655133184429,0.9982198452500968,1.2533485750757591,0.7502243065096896,0.1365781837145634,False,False,True,False,False,True,False,False,1.471792922914767,-1.176177408722326,1.282650494138928,1.4688800857126016,2,0
1.427792668169149,-1.6326510504420475,-1.105637548652819,0.1958470310103459,-0.5183268249075766,-0.6346421035139977,0.1365781837145634,False,True,False,False,False,False,True,False,-0.1930038820004226,-0.5701564847877347,-0.0728891434872736,1.1110986729795491,2,0
